,name,sqft,sqm,psf,location,amenities,amenities_count,price
709,Retail in Sim Lim Square,388,36.05,3222,Rochor (D7),"['Security access', 'Air conditioning', 'Cctv', '24 hr access']",4,1250000
710,Office in Eon Shenton,1258,116.87,2802,Tanjong Pagar (D2),"['Security access', 'Car park', 'Pantry', '24 hr access', 'Large floor plate', 'Air conditioning', '450 lux lighting', 'Kitchen']",8,3525200
711,Warehouse in 7 Jalan Besut,162000,"15,050.29",102,Tuas (D22),"['Bath room', 'Handicap friendly', 'Security access', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Large floor plate']",8,16500000
712,Shophouse in Toa Payoh Central,1345,124.95,4833,Toa Payoh (D12),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,6500000
713,Shophouse in HDB-Kallang/Whampoa,645,59.92,2481,Serangoon Rd (D8),"['Air conditioning', 'Bath room', '24 hr access', 'Car park']",4,1600000
714,Office in Icb Enterprise House,1098,102.01,1594,Rochor (D7),"['Security access', 'Cctv', '24 hr access', 'Car park']",4,1750000
715,Shophouse in Jalan Kayu,2874,267,2436,Yio Chu Kang (D28),"['Bath room', 'Security access', 'Grease trap', 'Cctv', 'Car park', '24 hr access', 'Water trap']",7,7000000
716,Retail in Alexandra Central,957,88.91,8882,Commonwealth (D3),"['Broadband', 'Air conditioning', 'Bath room', '24 hr access']",4,8500000
717,Retail in Woodlands Horizon,4779,443.98,983,Woodlands (D25),"['Bath room', 'Cctv', '24 hr access', 'Car park']",4,4700000
718,Office in Woods Square,936,86.96,1903,Woodlands (D25),"['Air conditioning', 'Bath room', 'Cctv', '24 hr access']",4,1781000
719,Retail in Peninsula Shopping Complex,1465,136.1,2321,Clarke Quay (D6),"['Air conditioning', 'Water trap', '24 hr access', 'Car park']",4,3400000
720,Land with Building in 71 Trevose Crescent,6000,557.42,1833,Novena (D11),"['Air conditioning', 'Bath room', 'Kitchen']",3,11000000
721,Shophouse in 447 Race Course Road,4000,371.61,1250,Serangoon Rd (D8),[],0,5000000
722,Shophouse in 431 Clementi Avenue 3,2497,231.98,1161,Clementi (D5),"['Bath room', 'Car park']",2,2900000
723,Retail in Stars Of Kovan,441,40.97,5556,Sengkang (D19),"['Loading bay', 'Security access', 'Cctv', 'Car park', '24 hr access', 'Air conditioning']",6,2450000
724,Retail in 935 Yishun Central 1,1001,93,4563,Yishun (D27),"['Bath room', 'Grease trap', 'Car park', 'Raised floor', '24 hr access', 'Water trap', 'Loading bay', 'Kitchen']",8,4567888
725,Office in Liang Seah Court,1408,130.81,2337,Rochor (D7),"['Broadband', 'Cctv', 'Pantry', 'Av equipment', '24 hr access', 'Air conditioning']",6,3290000
726,Land with Building in Sandy Island,7533,699.84,1766,Telok Blangah (D4),[],0,13300000
727,Retail in The Gardens At Bishan,635,58.99,2520,Thomson (D20),"['Air conditioning', 'Water trap', 'Cctv', 'Loading bay']",4,1600000
728,Factory in Enterprise Hub,3950,366.97,367,Tuas (D22),[],0,1450000
729,Shophouse in Roberts Lane,1835,170.48,1842,Serangoon Rd (D8),[],0,3380000
730,Factory in The Commerze @ Irving,258,23.97,1938,Potong Pasir (D13),['Air conditioning'],1,500000
731,Shophouse in Sultan Gate,2618,243.22,3102,Rochor (D7),"['Grease trap', '24 hr access']",2,8120000
732,Factory in The Index,2626,243.96,298,Tuas (D22),[],0,782000
733,Factory in The Index,2626,243.96,298,Tuas (D22),[],0,782000
734,Factory in The Index,2626,243.96,298,Tuas (D22),[],0,782000
735,Shophouse in Kampong Glam Conservation Area,1200,111.48,3100,Rochor (D7),"['Grease trap', '24 hr access']",2,3720000
736,General Industrial in One Commonwealth,1636,151.99,397,Commonwealth (D3),"['24 hr access', 'Pantry', 'Car park']",3,648888
737,Office in PS100,441,40.97,3061,Tanjong Pagar (D2),"['Bath room', 'Security access', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Water trap', 'Kitchen']",8,1350000
738,Shophouse in Kampong Glam Conservation Area,1418,131.74,3103,Rochor (D7),"['Grease trap', '24 hr access']",2,4400000
739,Shophouse in Jalan Besar,1300,120.77,2923,Serangoon Rd (D8),[],0,3800000
740,Retail in Oxley Tower,3025,281.03,3636,Marina (D1),[],0,11000000
741,Shophouse in Hongkong Street,8872,824.24,3607,Marina (D1),"['Column free', 'Grease trap', 'Cctv', '24 hr access', 'Large floor plate', 'Security access', 'Air conditioning', 'Water trap']",8,32000000
742,Shophouse in Telok Ayer Conservation Area,22000,"2,043.87",4495,Marina (D1),[],0,98880000
743,Retail in Orchard Road,44315,"4,117",9046,River Valley (D9),[],0,400888888
744,Shophouse in Little India Conservation Area,13970,"1,297.85",1790,Serangoon Rd (D8),"['Column free', 'Air conditioning', 'Security access', '24 hr access']",4,25000000
745,General Industrial in Premier @ Kaki Bukit,1098,102.01,573,Paya Lebar (D14),"['Bath room', 'Column free', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Svc/smatv system', 'Water trap']",8,628888
746,Factory in Pioneer Point,1066,99.03,280,Tuas (D22),"['Bath room', 'Broadband', 'Car park', '24 hr access', 'Svc/smatv system', 'Water trap']",6,298888
747,Office in Toh Guan Centre,1356,125.98,428,Tuas (D22),['24 hr access'],1,580000
748,Retail in Katong Plaza,301,27.96,2824,Marine Parade (D15),[],0,850000
749,Factory in Proxima@Gambas,1776,165,236,Yishun (D27),[],0,420000
750,Land with Building in Sandy Island,7533,699.84,1766,Telok Blangah (D4),[],0,13300000
751,Land with Building in Sandy Island,7533,699.84,1766,Telok Blangah (D4),[],0,13300000
752,Factory in Ark @ Gambas,1746,162.21,367,Yishun (D27),[],0,640000
753,Factory in Proxima@Gambas,2454,227.98,277,Yishun (D27),[],0,680000
754,Land with Building in Sandy Island,7533,699.84,1766,Telok Blangah (D4),[],0,13300000
755,Land with Building in Sandy Island,7533,699.84,1766,Telok Blangah (D4),[],0,13300000
756,Retail in Singapore Shopping Centre,517,48.03,1749,River Valley (D9),"['Security access', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,904200
757,Retail in Parklane Shopping Mall,3660,340.02,1503,Rochor (D7),"['Air conditioning', 'Bath room', 'Cctv', '24 hr access', 'Car park']",5,5500000
758,Retail in Alexis,3068,285.03,3096,Commonwealth (D3),"['Bath room', 'Security access', 'Cctv', 'Car park', '24 hr access', 'Air conditioning']",6,9500000
759,Shophouse in 710 Clementi West Street 2,4090,379.97,2445,Clementi (D5),"['Bath room', 'Cctv', '24 hr access', 'Car park', 'Kitchen']",5,10000000
760,Shophouse in HDB-Ang Mo Kio,1636,151.99,2873,Thomson (D20),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,4700000
761,Office in Oxley Tower,1259,116.96,3098,Marina (D1),"['Air conditioning', 'Loading bay', '24 hr access', 'Pantry', 'Car park']",5,3900000
762,Retail in Kensington Square,350,32.52,2854,Sengkang (D19),"['Air conditioning', 'Column free', '24 hr access']",3,999000
763,Shophouse in Kampong Glam Conservation Area,2906,269.98,2925,Rochor (D7),[],0,8500000
764,Office in Oxley Tower,1163,108.05,3100,Marina (D1),['Car park'],1,3605300
765,General Industrial in Harvest @ Woodlands,1066,99.03,403,Yishun (D27),"['Air conditioning', '24 hr access', 'Meeting rooms']",3,430000
766,Factory in 18 Kim Chuan Terrace,3014,280.01,1154,Sengkang (D19),['24 hr access'],1,3477000
767,Office in Singapore Business Federation Center,678,62.99,3319,Marina (D1),[],0,2250000
768,Industrial Office in Frontier,3788,351.92,391,Paya Lebar (D14),"['Bath room', 'Column free', '24 hr access', 'Car park']",4,1480000
769,Office in Peninsula Plaza,1000,92.9,2600,Clarke Quay (D6),"['Security access', 'Air conditioning', 'Column free', 'Loading bay', 'Large floor plate']",5,2600000
770,Retail in Vision Exchange,678,62.99,4248,Tuas (D22),"['Backup generator', 'It support', '24 hr access', 'Car park']",4,2880000
771,Retail in The Promenade @ Pelikat,323,30.01,1920,Sengkang (D19),"['Air conditioning', '24 hr access']",2,620000
772,Factory in Biztech Centre,1162,107.95,1248,Paya Lebar (D14),[],0,1450000
773,Office in Havelock2,420,39.02,2024,Marina (D1),"['Air conditioning', 'Raised floor', '24 hr access', 'Car park']",4,850000
774,Office in Havelock2,452,41.99,1991,Marina (D1),"['Air conditioning', 'Raised floor', 'Column free', '24 hr access', 'Car park']",5,900000
775,Office in Havelock2,614,57.04,1873,Marina (D1),"['Air conditioning', 'Raised floor', 'Column free', '24 hr access', 'Car park']",5,1150000
776,Retail in Le Regal,108,10.03,3241,Paya Lebar (D14),[],0,350000
777,Retail in Havelock2,161,14.96,6143,Marina (D1),[],0,989000
778,Factory in Synergy @ KB,969,90.02,392,Paya Lebar (D14),"['Bath room', 'Column free', '24 hr access', 'Car park']",4,380000
779,General Industrial in Premier @ Kaki Bukit,2218,206.06,586,Paya Lebar (D14),"['Bath room', 'Column free', '24 hr access', 'Car park']",4,1300000
780,Factory in 18 Kim Chuan Terrace,2099,195,1730,Sengkang (D19),[],0,3631000
781,Factory in 18 Kim Chuan Terrace,3014,280.01,1154,Sengkang (D19),"['Cctv', '24 hr access', 'Car park']",3,3477000
782,Retail in Kensington Square,344,31.96,7267,Sengkang (D19),[],0,2499999
783,Factory in 10 Tuas Avenue 10,62000,"5,759.99",144,Tuas (D22),"['Bath room', 'Car park', 'Meeting rooms']",3,8900000
784,Retail in Newest,269,24.99,4791,Clementi (D5),[],0,1288888
785,Retail in Newest,269,24.99,4791,Clementi (D5),[],0,1288888
786,Office in The Central,635,58.99,2520,Marina (D1),"['Bath room', 'Handicap friendly', 'Column free', 'Broadband', 'Cctv', 'Car park', 'Pantry', '24 hr access']",8,1600000
787,General Industrial in Liner,25274,"2,348.03",357,Tuas (D22),"['Bath room', 'Handicap friendly', 'Security access', 'Car park', '24 hr access', 'Large floor plate']",6,9026000
788,General Industrial in Tuas South Connection,18149,"1,686.1",330,Tuas (D22),"['Bath room', 'Handicap friendly', 'Broadband', 'Loading bay', 'Car park', '24 hr access', 'Large floor plate']",7,5990000
789,General Industrial in Liner,12431,"1,154.88",334,Tuas (D22),"['Bath room', 'Handicap friendly', '24 hr access', 'Large floor plate', 'Car park']",5,4151000
790,General Industrial in Tuas South Connection,28859,"2,681.09",330,Tuas (D22),"['Bath room', 'Handicap friendly', 'Broadband', 'Loading bay', 'Car park', '24 hr access', 'Large floor plate']",7,9524000
791,General Industrial in Liner,8728,810.86,347,Tuas (D22),"['Bath room', 'Handicap friendly', 'Security access', 'Car park', '24 hr access', 'Large floor plate']",6,3026000
792,General Industrial in Liner,27104,"2,518.04",218,Tuas (D22),"['Bath room', 'Handicap friendly', '24 hr access', 'Large floor plate', 'Car park']",5,5897000
793,General Industrial in Tuas South Connection,23229,"2,158.04",330,Tuas (D22),"['Bath room', 'Handicap friendly', 'Broadband', 'Loading bay', 'Car park', '24 hr access', 'Large floor plate']",7,7666000
794,General Industrial in Oxley Bizhub 2,1916,178,616,Paya Lebar (D14),"['Bath room', 'Column free', 'Cctv', 'Car park', '24 hr access', 'Meeting rooms', 'Air conditioning', 'Water trap']",8,1180000
795,Industrial Office in Vertex,1463,135.92,1128,Paya Lebar (D14),"['Loading bay', 'Air conditioning', 'Bath room', 'Cctv', '24 hr access']",5,1650000
796,Office in Link @ AMK,2153,200.02,464,Thomson (D20),"['Air conditioning', 'Bath room', '24 hr access', 'Pantry', 'Meeting rooms']",5,999000
797,General Industrial in Woodlands Horizon,1722,159.98,429,Woodlands (D25),"['Bath room', 'Column free', 'Cctv', 'Loading bay', '24 hr access', 'Air conditioning', 'Water trap']",7,738000
798,General Industrial in AZ @ Paya Lebar,1636,151.99,1406,Paya Lebar (D14),"['Loading bay', 'Cctv', 'Bath room', 'Car park', '24 hr access', 'Air conditioning']",6,2300000
799,General Industrial in Oxley Bizhub 2,1916,178,574,Paya Lebar (D14),"['Column free', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,1100000
800,Office in Parklane Shopping Mall,452,41.99,1504,Rochor (D7),"['Air conditioning', 'Cctv', '24 hr access']",3,680000
801,Factory in North Spring Bizhub,4617,428.93,552,Yishun (D27),"['Handicap friendly', 'Meeting rooms']",2,2550000
802,Office in Woods Square,506,47.01,2174,Woodlands (D25),"['Column free', '24 hr access']",2,1100000
803,Factory in Woodlands Bizhub,8094,751.96,432,Yishun (D27),"['Loading bay', 'Column free', 'Broadband', 'Bath room', 'Cctv', 'Car park', 'Pantry', 'Cat 5/6 cabling']",8,3500000
804,General Industrial in Paya Ubi Industrial Park,6103,566.99,303,Paya Lebar (D14),"['24 hr access', 'Air conditioning', 'Loading bay', 'Pantry', 'Meeting rooms']",5,1850000
805,General Industrial in A'Posh Bizhub,1592,147.9,616,Yishun (D27),"['Air conditioning', '24 hr access', 'Pantry', 'Car park']",4,980000
806,Food & Beverage in Ruby Lane,9000,836.13,963,Toa Payoh (D12),"['Bath room', 'Chilled water supply', 'Broadband', 'Cctv', 'Car park', 'Av equipment', '24 hr access', 'Meeting rooms']",8,8668000
807,Factory in Tuas Lot,4941,459.03,152,Tuas (D22),"['Bath room', 'Column free', 'Car park', '24 hr access', 'Large floor plate', 'Meeting rooms', 'Air conditioning', 'Loading bay']",8,750000
808,General Industrial in Apex @ Henderson,2723,252.97,1021,Commonwealth (D3),"['Air conditioning', 'Large floor plate']",2,2780000
809,Office in Paya Lebar Square,517,48.03,2031,Paya Lebar (D14),[],0,1050000
810,Retail in Centropod @ Changi,205,19.05,2976,Paya Lebar (D14),"['Loading bay', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,610000
811,Retail in Spazio @ Kovan,377,35.02,2706,Sengkang (D19),"['Loading bay', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,1020000
812,Retail in Havelock2,215,19.97,5349,Marina (D1),"['Loading bay', 'Column free', 'Chilled water supply', 'Car park', '24 hr access', 'Air conditioning', 'Water trap']",7,1150000
813,General Industrial in Biztech Centre,947,87.98,1000,Paya Lebar (D14),"['Loading bay', 'Column free', 'Chilled water supply', 'Car park', '24 hr access', 'Large floor plate', 'Air conditioning', 'Water trap']",8,947000
814,Office in Woods Square,657,61.04,1977,Woodlands (D25),[],0,1299000
815,Retail in Indus Garden,1270,117.99,1181,Commonwealth (D3),['Air conditioning'],1,1500000
816,Factory in Ark @ Gambas,1690,157.01,402,Yishun (D27),[],0,680000
817,Retail in Spazio @ Kovan,505,46.92,2673,Sengkang (D19),"['Column free', 'Air conditioning', 'Cctv']",3,1350000
818,Factory in North Spring Bizhub,3583,332.87,1027,Yishun (D27),[],0,3680000
819,Office in Techniques Centre,1496,138.98,501,Paya Lebar (D14),"['Loading bay', 'Security access', 'Broadband', 'Cctv', 'Car park', 'Pantry', 'Meeting rooms', 'Air conditioning']",8,750000
820,Retail in 906 Upper Thomson Road,1270,117.99,4094,Upper Thomson (D26),['24 hr access'],1,5200000
821,General Industrial in Ubi Crescent,13000,"1,207.74",369,Paya Lebar (D14),"['Loading bay', 'Security access', 'Broadband', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",8,4800000
822,Factory in 1 Kaki Bukit Crescent,15328,"1,424.02",430,Paya Lebar (D14),[],0,6586000
823,Land only in South Buona Vista Road,1830,170.01,1530,Clementi (D5),"['Air conditioning', 'Bath room', 'Car park', 'Pantry', 'Kitchen']",5,2800000
824,Shophouse in Kim Keat Road,1573,146.14,2289,Toa Payoh (D12),"['Air conditioning', 'Bath room', '24 hr access', 'Meeting rooms']",4,3600000
825,Factory in Eco-Tech @ Sunview,5210,484.02,184,Tuas (D22),"['24 hr access', 'Dual power']",2,960000
826,Office in Oxley Tower,1163,108.05,3100,Marina (D1),['Dual power'],1,3605300
827,Factory in One Commonwealth,1679,155.98,469,Commonwealth (D3),"['24 hr access', 'Dual power']",2,787451
828,Factory in Admiralty Industrial Park,1700,157.94,471,Yishun (D27),"['24 hr access', 'Dual power']",2,800000
829,Factory in Eco-Tech @ Sunview,2605,242.01,211,Tuas (D22),"['24 hr access', 'Dual power']",2,550000
830,Factory in I.Biz Centre,2787,258.92,221,Upper Bukit Timah (D21),"['Loading bay', 'Car park']",2,615000
831,Factory in The Splendour,18000,"1,672.25",306,Choa Chu Kang (D23),"['24 hr access', 'Dual power', 'Car park']",3,5500000
832,Factory in I-Lofts @ Changi,6650,617.8,230,Changi Village (D17),"['24 hr access', 'Dual power']",2,1529500
833,Factory in West Connect Building,1722,159.98,441,Tuas (D22),"['24 hr access', 'Dual power']",2,760000
834,Factory in WCEGA Plaza,2648,246.01,302,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,800000
835,Factory in E9 Premium,3000,278.71,367,Yishun (D27),"['24 hr access', 'Dual power']",2,1100000
836,Factory in North View Bizhub,3940,366.04,248,Yishun (D27),"['24 hr access', 'Dual power']",2,978000
837,Factory in Unity Centre,3681,341.98,272,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,1000000
838,Factory in Woodlands Industrial Xchange,1722,159.98,319,Woodlands (D25),"['24 hr access', 'Dual power']",2,550000
839,Retail in Sim Lim Square,1410,130.99,2800,Rochor (D7),['Dual power'],1,3948000
840,Factory in Woodlands Industrial Xchange,1722,159.98,407,Woodlands (D25),['24 hr access'],1,700000
841,Factory in Westlink Two,3369,312.99,341,Tuas (D22),['Dual power'],1,1150000
842,Factory in Eco-Tech @ Sunview,2605,242.01,211,Tuas (D22),"['24 hr access', 'Dual power']",2,550000
843,Factory in Pioneer Centre,1485,137.96,268,Tuas (D22),"['24 hr access', 'Dual power']",2,397980
844,Factory in Enterprise Hub,18000,"1,672.25",306,Tuas (D22),"['24 hr access', 'Dual power', 'Car park']",3,5500000
845,Factory in I.Biz Centre,4262,395.95,352,Upper Bukit Timah (D21),"['24 hr access', 'Dual power']",2,1500000
846,Factory in Enterprise Hub,2971,276.01,320,Tuas (D22),"['24 hr access', 'Dual power']",2,950000
847,Factory in Shine@Tuas South,2055,190.92,243,Tuas (D22),"['24 hr access', 'Dual power']",2,500000
848,Factory in One Commonwealth,1421,132.02,469,Commonwealth (D3),"['24 hr access', 'Dual power']",2,666449
849,Factory in Harvest @ Woodlands,1066,99.03,422,Yishun (D27),"['24 hr access', 'Dual power']",2,450000
850,Factory in Admiralty Industrial Park,5737,532.98,331,Yishun (D27),"['24 hr access', 'Dual power']",2,1900000
851,Factory in Enterprise Hub,2809,260.96,534,Tuas (D22),"['Column free', '24 hr access', 'Car park']",3,1500000
852,Retail in People's Park Complex,452,41.99,6542,Marina (D1),['Dual power'],1,2956984
853,Factory in West Connect Building,4800,445.93,448,Tuas (D22),"['24 hr access', 'Dual power', 'Car park']",3,2150000
854,Factory in Wcega Tower,1173,108.98,494,Choa Chu Kang (D23),"['Bath room', 'Handicap friendly', 'Column free', 'Car park', 'Dual power', '24 hr access', 'Large floor plate', 'Meeting rooms']",8,580000
855,Factory in Pioneer Junction,1087,100.99,368,Tuas (D22),"['24 hr access', 'Dual power']",2,400000
856,Factory in WCEGA Plaza,3185,295.9,245,Choa Chu Kang (D23),"['24 hr access', 'Dual power', 'Car park']",3,780000
857,Factory in Eco-Tech @ Sunview,2605,242.01,173,Tuas (D22),"['24 hr access', 'Dual power']",2,450000
